t,__msgtype__,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,header.__msgtype__,header.frame_id,header.stamp.__msgtype__,header.stamp.nanosec,header.stamp.sec,mag_x,mag_y,mag_z
1724164553.4176095,messages/msg/IMU,-22.0,28.0,-997.0,3.0,-39.0,-34.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,416475534,1724164553,0.0,0.0,0.0
1724164553.4720886,messages/msg/IMU,-22.0,28.0,-997.0,3.0,-39.0,-34.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,471326112,1724164553,0.0,0.0,0.0
1724164553.521592,messages/msg/IMU,-17.0,35.0,-994.0,28.0,-42.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,520712137,1724164553,0.0,0.0,0.0
1724164553.5821688,messages/msg/IMU,-17.0,35.0,-994.0,28.0,-42.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,581548690,1724164553,0.0,0.0,0.0
1724164553.6464224,messages/msg/IMU,-35.0,54.0,-1000.0,28.0,-43.0,-69.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,645377397,1724164553,0.0,0.0,0.0
1724164553.7044253,messages/msg/IMU,-24.0,29.0,-995.0,43.0,-47.0,-63.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,703252315,1724164553,0.0,0.0,0.0
1724164553.7545483,messages/msg/IMU,-24.0,29.0,-995.0,43.0,-47.0,-63.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,754087448,1724164553,0.0,0.0,0.0
1724164553.8089852,messages/msg/IMU,-37.0,28.0,-992.0,59.0,-39.0,-42.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,807942628,1724164553,0.0,0.0,0.0
1724164553.8522058,messages/msg/IMU,-37.0,28.0,-992.0,59.0,-39.0,-42.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,851863384,1724164553,0.0,0.0,0.0
1724164553.9266534,messages/msg/IMU,-35.0,32.0,-1002.0,66.0,-31.0,-30.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,925628900,1724164553,0.0,0.0,0.0
1724164553.9735043,messages/msg/IMU,-35.0,32.0,-1002.0,66.0,-31.0,-30.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,972560882,1724164553,0.0,0.0,0.0
1724164554.028541,messages/msg/IMU,-31.0,25.0,-990.0,58.0,-9.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,27358055,1724164554,0.0,0.0,0.0
1724164554.0781705,messages/msg/IMU,-31.0,25.0,-990.0,58.0,-9.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,77261924,1724164554,0.0,0.0,0.0
1724164554.1453462,messages/msg/IMU,-41.0,25.0,-992.0,53.0,0.0,-16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,143736362,1724164554,0.0,0.0,0.0
1724164554.2140348,messages/msg/IMU,-24.0,2.0,-992.0,27.0,15.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,213551044,1724164554,0.0,0.0,0.0
1724164554.2655501,messages/msg/IMU,-24.0,2.0,-992.0,27.0,15.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,264414787,1724164554,0.0,0.0,0.0
1724164554.323898,messages/msg/IMU,-25.0,8.0,-992.0,12.0,18.0,-9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,323256969,1724164554,0.0,0.0,0.0
1724164554.3720422,messages/msg/IMU,-25.0,8.0,-992.0,12.0,18.0,-9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,371129751,1724164554,0.0,0.0,0.0
1724164554.4318874,messages/msg/IMU,-13.0,7.0,-996.0,-9.0,31.0,10.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,431568861,1724164554,0.0,0.0,0.0
1724164554.4832425,messages/msg/IMU,-13.0,7.0,-996.0,-9.0,31.0,10.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,482191562,1724164554,0.0,0.0,0.0
1724164554.5323293,messages/msg/IMU,-18.0,4.0,-987.0,-27.0,44.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,531002283,1724164554,0.0,0.0,0.0
1724164554.5790298,messages/msg/IMU,-18.0,4.0,-987.0,-27.0,44.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,577878236,1724164554,0.0,0.0,0.0
1724164554.6339822,messages/msg/IMU,-7.0,4.0,-1002.0,-53.0,53.0,23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,632941246,1724164554,0.0,0.0,0.0
1724164554.6794236,messages/msg/IMU,-7.0,4.0,-1002.0,-53.0,53.0,23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,678820371,1724164554,0.0,0.0,0.0
1724164554.745047,messages/msg/IMU,2.0,25.0,-987.0,-63.0,50.0,33.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,744644165,1724164554,0.0,0.0,0.0
1724164554.806819,messages/msg/IMU,16.0,19.0,-993.0,-51.0,51.0,21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,806477785,1724164554,0.0,0.0,0.0
1724164554.86084,messages/msg/IMU,16.0,19.0,-993.0,-51.0,51.0,21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,860334157,1724164554,0.0,0.0,0.0
1724164554.923149,messages/msg/IMU,-2.0,25.0,-990.0,-45.0,41.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,921678781,1724164554,0.0,0.0,0.0
1724164554.96879,messages/msg/IMU,-2.0,25.0,-990.0,-45.0,41.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,967554569,1724164554,0.0,0.0,0.0
1724164555.032268,messages/msg/IMU,-4.0,27.0,-985.0,-40.0,25.0,3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,31384468,1724164555,0.0,0.0,0.0
1724164555.104481,messages/msg/IMU,-6.0,31.0,-986.0,-40.0,11.0,9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,103197813,1724164555,0.0,0.0,0.0
1724164555.175895,messages/msg/IMU,-6.0,31.0,-986.0,-40.0,11.0,9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,175001621,1724164555,0.0,0.0,0.0
1724164555.226729,messages/msg/IMU,-9.0,47.0,-983.0,-29.0,-2.0,-11.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,225864410,1724164555,0.0,0.0,0.0
1724164555.2854717,messages/msg/IMU,-9.0,47.0,-983.0,-29.0,-2.0,-11.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,284705638,1724164555,0.0,0.0,0.0
1724164555.3434746,messages/msg/IMU,-2.0,36.0,-991.0,-17.0,-27.0,-24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,342552900,1724164555,0.0,0.0,0.0
1724164555.3964562,messages/msg/IMU,-9.0,33.0,-1000.0,-7.0,-36.0,-32.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,395467758,1724164555,0.0,0.0,0.0
1724164555.4440918,messages/msg/IMU,-9.0,33.0,-1000.0,-7.0,-36.0,-32.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,443282365,1724164555,0.0,0.0,0.0
1724164555.513429,messages/msg/IMU,-8.0,41.0,-999.0,-4.0,-39.0,-38.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,512097358,1724164555,0.0,0.0,0.0
1724164555.560249,messages/msg/IMU,-8.0,41.0,-999.0,-4.0,-39.0,-38.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,558972358,1724164555,0.0,0.0,0.0
1724164555.621964,messages/msg/IMU,-14.0,35.0,-991.0,4.0,-42.0,-31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,620834112,1724164555,0.0,0.0,0.0
1724164555.6901927,messages/msg/IMU,-14.0,35.0,-991.0,4.0,-42.0,-31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,689649820,1724164555,0.0,0.0,0.0
1724164555.749838,messages/msg/IMU,-23.0,38.0,-1001.0,18.0,-32.0,-24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,749462842,1724164555,0.0,0.0,0.0
1724164555.8040235,messages/msg/IMU,-18.0,42.0,-993.0,17.0,-29.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,803286075,1724164555,0.0,0.0,0.0
1724164555.8762763,messages/msg/IMU,-18.0,42.0,-993.0,17.0,-29.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,875097751,1724164555,0.0,0.0,0.0
1724164555.9297564,messages/msg/IMU,-33.0,36.0,-998.0,1.0,-32.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,928979396,1724164555,0.0,0.0,0.0
1724164555.978508,messages/msg/IMU,-33.0,36.0,-998.0,1.0,-32.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,977818965,1724164555,0.0,0.0,0.0
1724164556.0377758,messages/msg/IMU,-21.0,38.0,-982.0,0.0,-30.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,36958217,1724164556,0.0,0.0,0.0
1724164556.1147344,messages/msg/IMU,-18.0,29.0,-979.0,2.0,-23.0,-12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,113744974,1724164556,0.0,0.0,0.0
1724164556.1804395,messages/msg/IMU,-18.0,29.0,-979.0,2.0,-23.0,-12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,179570198,1724164556,0.0,0.0,0.0
1724164556.2290251,messages/msg/IMU,-29.0,40.0,-985.0,4.0,-23.0,-12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,228438854,1724164556,0.0,0.0,0.0
1724164556.3014193,messages/msg/IMU,-23.0,38.0,-996.0,11.0,-5.0,-8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,300246238,1724164556,0.0,0.0,0.0
1724164556.3500624,messages/msg/IMU,-23.0,38.0,-996.0,11.0,-5.0,-8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,349116325,1724164556,0.0,0.0,0.0
1724164556.4027417,messages/msg/IMU,-19.0,17.0,-996.0,6.0,16.0,0.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,401973485,1724164556,0.0,0.0,0.0
1724164556.4587898,messages/msg/IMU,-19.0,17.0,-996.0,6.0,16.0,0.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,457824707,1724164556,0.0,0.0,0.0
1724164556.5542774,messages/msg/IMU,-13.0,30.0,-984.0,0.0,23.0,6.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,553569078,1724164556,0.0,0.0,0.0
1724164556.6039958,messages/msg/IMU,-16.0,27.0,-994.0,7.0,36.0,12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,603470325,1724164556,0.0,0.0,0.0
1724164556.6622925,messages/msg/IMU,-16.0,27.0,-994.0,7.0,36.0,12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,661281108,1724164556,0.0,0.0,0.0
1724164556.7097607,messages/msg/IMU,-13.0,16.0,-996.0,6.0,49.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,709180355,1724164556,0.0,0.0,0.0
1724164556.7683218,messages/msg/IMU,-13.0,16.0,-996.0,6.0,49.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,767025470,1724164556,0.0,0.0,0.0
1724164556.823689,messages/msg/IMU,-23.0,38.0,-992.0,18.0,41.0,34.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,822849512,1724164556,0.0,0.0,0.0
1724164556.8784237,messages/msg/IMU,-23.0,38.0,-992.0,18.0,41.0,34.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,877702474,1724164556,0.0,0.0,0.0
1724164556.9430804,messages/msg/IMU,-5.0,29.0,-993.0,12.0,46.0,39.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,942343473,1724164556,0.0,0.0,0.0
1724164557.0081837,messages/msg/IMU,-8.0,36.0,-994.0,29.0,55.0,31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,7695674,1724164557,0.0,0.0,0.0
1724164557.05087,messages/msg/IMU,-8.0,36.0,-994.0,29.0,55.0,31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,50559759,1724164557,0.0,0.0,0.0
1724164557.1243958,messages/msg/IMU,-6.0,23.0,-994.0,30.0,38.0,30.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,123366117,1724164557,0.0,0.0,0.0
1724164557.1827333,messages/msg/IMU,-6.0,23.0,-994.0,30.0,38.0,30.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,182247400,1724164557,0.0,0.0,0.0
1724164557.2399485,messages/msg/IMU,-22.0,25.0,-999.0,30.0,22.0,31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,239437103,1724164557,0.0,0.0,0.0
1724164557.2938795,messages/msg/IMU,-9.0,13.0,-1003.0,56.0,4.0,6.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,293258190,1724164557,0.0,0.0,0.0
1724164557.3716102,messages/msg/IMU,-9.0,13.0,-1003.0,56.0,4.0,6.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,371085643,1724164557,0.0,0.0,0.0
1724164557.4233735,messages/msg/IMU,-19.0,9.0,-995.0,74.0,-23.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,421948909,1724164557,0.0,0.0,0.0
1724164557.474091,messages/msg/IMU,-19.0,9.0,-995.0,74.0,-23.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,472777843,1724164557,0.0,0.0,0.0
1724164557.5301616,messages/msg/IMU,-20.0,11.0,-999.0,82.0,-35.0,-28.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,528896093,1724164557,0.0,0.0,0.0
1724164557.5734785,messages/msg/IMU,-20.0,11.0,-999.0,82.0,-35.0,-28.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,572779417,1724164557,0.0,0.0,0.0
1724164557.6373487,messages/msg/IMU,-5.0,-11.0,-990.0,82.0,-45.0,-45.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,636116504,1724164557,0.0,0.0,0.0
1724164557.705412,messages/msg/IMU,-15.0,-1.0,-994.0,66.0,-51.0,-40.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,704622268,1724164557,0.0,0.0,0.0
1724164557.7572637,messages/msg/IMU,-15.0,-1.0,-994.0,66.0,-51.0,-40.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,756484031,1724164557,0.0,0.0,0.0
1724164557.8243475,messages/msg/IMU,-14.0,-10.0,-1002.0,40.0,-47.0,-29.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,822823524,1724164557,0.0,0.0,0.0
1724164557.8859897,messages/msg/IMU,-14.0,-10.0,-1002.0,40.0,-47.0,-29.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,884657859,1724164557,0.0,0.0,0.0
1724164557.9347847,messages/msg/IMU,-21.0,-13.0,-1002.0,10.0,-37.0,2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,933527708,1724164557,0.0,0.0,0.0
1724164557.981442,messages/msg/IMU,-21.0,-13.0,-1002.0,10.0,-37.0,2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,980439186,1724164557,0.0,0.0,0.0
1724164558.0355136,messages/msg/IMU,-40.0,-9.0,-995.0,-10.0,-13.0,16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,34257173,1724164558,0.0,0.0,0.0
1724164558.0975442,messages/msg/IMU,-34.0,-26.0,-999.0,-33.0,5.0,16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,97116947,1724164558,0.0,0.0,0.0
1724164558.1599457,messages/msg/IMU,-34.0,-26.0,-999.0,-33.0,5.0,16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,158923864,1724164558,0.0,0.0,0.0
1724164558.2200274,messages/msg/IMU,-29.0,-21.0,-992.0,-37.0,13.0,14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,218765020,1724164558,0.0,0.0,0.0
1724164558.2863135,messages/msg/IMU,-29.0,-21.0,-992.0,-37.0,13.0,14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,285584926,1724164558,0.0,0.0,0.0
1724164558.3390386,messages/msg/IMU,-7.0,-19.0,-995.0,-70.0,20.0,0.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,338443994,1724164558,0.0,0.0,0.0
1724164558.416305,messages/msg/IMU,-10.0,-5.0,-992.0,-87.0,31.0,-5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,415297031,1724164558,0.0,0.0,0.0
1724164558.4816532,messages/msg/IMU,-10.0,-5.0,-992.0,-87.0,31.0,-5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,481096744,1724164558,0.0,0.0,0.0
1724164558.5416327,messages/msg/IMU,-3.0,12.0,-989.0,-89.0,29.0,-11.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,540901899,1724164558,0.0,0.0,0.0
1724164558.600516,messages/msg/IMU,-15.0,30.0,-985.0,-80.0,20.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,599745512,1724164558,0.0,0.0,0.0
1724164558.6656353,messages/msg/IMU,-15.0,30.0,-985.0,-80.0,20.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,664572000,1724164558,0.0,0.0,0.0
1724164558.7134628,messages/msg/IMU,-11.0,21.0,-995.0,-68.0,13.0,-13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,712781429,1724164558,0.0,0.0,0.0
1724164558.7669597,messages/msg/IMU,-11.0,21.0,-995.0,-68.0,13.0,-13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,766603231,1724164558,0.0,0.0,0.0
1724164558.8185196,messages/msg/IMU,-16.0,30.0,-992.0,-70.0,20.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,817467451,1724164558,0.0,0.0,0.0
1724164558.8913894,messages/msg/IMU,-14.0,44.0,-1001.0,-53.0,13.0,-14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,890271902,1724164558,0.0,0.0,0.0
1724164558.974705,messages/msg/IMU,-14.0,44.0,-1001.0,-53.0,13.0,-14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,974049091,1724164558,0.0,0.0,0.0
1724164559.0353374,messages/msg/IMU,-4.0,39.0,-1000.0,-46.0,12.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,34906148,1724164559,0.0,0.0,0.0
1724164559.0975444,messages/msg/IMU,-7.0,46.0,-1002.0,-36.0,1.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,96740007,1724164559,0.0,0.0,0.0
1724164559.147804,messages/msg/IMU,-7.0,46.0,-1002.0,-36.0,1.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,146645307,1724164559,0.0,0.0,0.0
1724164559.1980417,messages/msg/IMU,-11.0,53.0,-989.0,-17.0,4.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,197501897,1724164559,0.0,0.0,0.0
1724164559.2675743,messages/msg/IMU,-11.0,53.0,-989.0,-17.0,4.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,266916751,1724164559,0.0,0.0,0.0
1724164559.3317802,messages/msg/IMU,-24.0,53.0,-1003.0,5.0,-3.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,331292390,1724164559,0.0,0.0,0.0
1724164559.3968022,messages/msg/IMU,-24.0,53.0,-1003.0,5.0,-3.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,395087003,1724164559,0.0,0.0,0.0
1724164559.4589715,messages/msg/IMU,-29.0,44.0,-997.0,22.0,-4.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,457843780,1724164559,0.0,0.0,0.0
1724164559.5234892,messages/msg/IMU,-25.0,48.0,-1003.0,32.0,-3.0,-25.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,522183418,1724164559,0.0,0.0,0.0
1724164559.594884,messages/msg/IMU,-25.0,48.0,-1003.0,32.0,-3.0,-25.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,593987464,1724164559,0.0,0.0,0.0
1724164559.66157,messages/msg/IMU,-17.0,54.0,-997.0,40.0,-6.0,-53.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,661008119,1724164559,0.0,0.0,0.0
1724164559.7213514,messages/msg/IMU,-5.0,54.0,-991.0,43.0,0.0,-53.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,720810890,1724164559,0.0,0.0,0.0
1724164559.790198,messages/msg/IMU,-5.0,54.0,-991.0,43.0,0.0,-53.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,789119482,1724164559,0.0,0.0,0.0
1724164559.8345816,messages/msg/IMU,-3.0,35.0,-997.0,42.0,-4.0,-30.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,833501100,1724164559,0.0,0.0,0.0
1724164559.8963375,messages/msg/IMU,-15.0,31.0,-999.0,24.0,10.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,895336627,1724164559,0.0,0.0,0.0
1724164559.9434211,messages/msg/IMU,-15.0,31.0,-999.0,24.0,10.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,942212104,1724164559,0.0,0.0,0.0
1724164560.0094178,messages/msg/IMU,-7.0,11.0,-995.0,8.0,22.0,-25.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,8034706,1724164560,0.0,0.0,0.0
1724164560.0551655,messages/msg/IMU,-7.0,11.0,-995.0,8.0,22.0,-25.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,53911447,1724164560,0.0,0.0,0.0
1724164560.1185472,messages/msg/IMU,-23.0,31.0,-982.0,-13.0,24.0,-27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,117739677,1724164560,0.0,0.0,0.0
1724164560.1798816,messages/msg/IMU,-23.0,31.0,-982.0,-13.0,24.0,-27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,178580284,1724164560,0.0,0.0,0.0
1724164560.2358148,messages/msg/IMU,-17.0,39.0,-992.0,-13.0,26.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,235460042,1724164560,0.0,0.0,0.0
1724164560.39878,messages/msg/IMU,-10.0,36.0,-981.0,-28.0,-13.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,398002624,1724164560,0.0,0.0,0.0
1724164560.4496183,messages/msg/IMU,-10.0,36.0,-981.0,-28.0,-13.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,448867559,1724164560,0.0,0.0,0.0
1724164560.5187695,messages/msg/IMU,-7.0,50.0,-990.0,-22.0,-28.0,-31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,517683029,1724164560,0.0,0.0,0.0
1724164560.5716033,messages/msg/IMU,-7.0,50.0,-990.0,-22.0,-28.0,-31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,570541620,1724164560,0.0,0.0,0.0
1724164560.6560311,messages/msg/IMU,-14.0,39.0,-990.0,-1.0,-34.0,-50.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,655574560,1724164560,0.0,0.0,0.0
1724164560.7206502,messages/msg/IMU,-10.0,40.0,-990.0,8.0,-34.0,-80.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,719403743,1724164560,0.0,0.0,0.0
1724164560.7777748,messages/msg/IMU,-10.0,40.0,-990.0,8.0,-34.0,-80.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,777248144,1724164560,0.0,0.0,0.0
1724164560.8357227,messages/msg/IMU,-13.0,47.0,-989.0,3.0,-44.0,-75.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,835171222,1724164560,0.0,0.0,0.0
1724164560.8914068,messages/msg/IMU,-13.0,47.0,-989.0,3.0,-44.0,-75.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,891021251,1724164560,0.0,0.0,0.0
1724164560.9657817,messages/msg/IMU,-19.0,42.0,-991.0,9.0,-38.0,-87.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,964527845,1724164560,0.0,0.0,0.0
1724164561.0444512,messages/msg/IMU,-25.0,29.0,-989.0,21.0,-31.0,-110.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,43713331,1724164561,0.0,0.0,0.0
1724164561.0919158,messages/msg/IMU,-25.0,29.0,-989.0,21.0,-31.0,-110.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,90585947,1724164561,0.0,0.0,0.0
1724164561.1477215,messages/msg/IMU,-43.0,46.0,-995.0,20.0,-24.0,-121.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,146705627,1724164561,0.0,0.0,0.0
1724164561.2064786,messages/msg/IMU,-30.0,69.0,-995.0,40.0,-13.0,-118.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,205569982,1724164561,0.0,0.0,0.0
1724164561.2631419,messages/msg/IMU,-30.0,69.0,-995.0,40.0,-13.0,-118.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,262395858,1724164561,0.0,0.0,0.0
1724164561.3228369,messages/msg/IMU,-37.0,35.0,-992.0,42.0,1.0,-106.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,322211027,1724164561,0.0,0.0,0.0
1724164561.3851075,messages/msg/IMU,-37.0,35.0,-992.0,42.0,1.0,-106.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,384043693,1724164561,0.0,0.0,0.0
1724164561.44659,messages/msg/IMU,-25.0,34.0,-983.0,32.0,15.0,-132.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,445880889,1724164561,0.0,0.0,0.0
1724164561.5160842,messages/msg/IMU,-36.0,15.0,-991.0,28.0,24.0,-117.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,514693975,1724164561,0.0,0.0,0.0
1724164561.5805538,messages/msg/IMU,-36.0,15.0,-991.0,28.0,24.0,-117.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,579520463,1724164561,0.0,0.0,0.0
1724164561.6386724,messages/msg/IMU,-33.0,12.0,-983.0,25.0,30.0,-118.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,637365579,1724164561,0.0,0.0,0.0
1724164561.9034147,messages/msg/IMU,-21.0,0.0,-993.0,56.0,38.0,-55.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,903076648,1724164561,0.0,0.0,0.0
1724164561.971375,messages/msg/IMU,-21.0,0.0,-993.0,56.0,38.0,-55.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,970929861,1724164561,0.0,0.0,0.0
1724164562.023417,messages/msg/IMU,-20.0,11.0,-998.0,89.0,49.0,-44.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,22755861,1724164562,0.0,0.0,0.0
1724164562.0753841,messages/msg/IMU,-20.0,11.0,-998.0,89.0,49.0,-44.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,74617147,1724164562,0.0,0.0,0.0
1724164562.1266375,messages/msg/IMU,-13.0,-13.0,-988.0,87.0,37.0,-47.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,125511407,1724164562,0.0,0.0,0.0
1724164562.1695604,messages/msg/IMU,-13.0,-13.0,-988.0,87.0,37.0,-47.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,168367624,1724164562,0.0,0.0,0.0
1724164562.2416716,messages/msg/IMU,-13.0,-31.0,-986.0,77.0,33.0,-47.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,241206169,1724164562,0.0,0.0,0.0
